ReturnID,OrderID,ReturnDate,ReturnReason,ReturnStatus
RET0952,ORD08721,2024-02-17,Quality Issue,Returned
RET0953,ORD05368,2025-09-19,Wrong Product,Returned
RET0954,ORD05672,2025-08-01,Quality Issue,Returned
RET0955,ORD08583,2025-08-26,Customer Changed Mind,Returned
RET0956,ORD06637,2025-08-22,Customer Changed Mind,Returned
RET0957,ORD07751,2024-09-09,Customer Changed Mind,Returned
RET0958,ORD06773,2024-12-08,Late Delivery,Returned
RET0959,ORD05644,2024-11-18,Customer Changed Mind,Returned
RET0960,ORD09809,2024-06-13,Customer Changed Mind,Returned
RET0961,ORD01550,2025-12-27,Wrong Product,Returned
RET0962,ORD09088,2025-12-09,Late Delivery,Returned
RET0963,ORD01599,2025-02-22,Wrong Product,Returned
RET0964,ORD00364,2024-12-03,Quality Issue,Returned
RET0965,ORD09050,2025-07-28,Damaged,Returned
RET0966,ORD06976,2024-07-29,Wrong Product,Returned
RET0967,ORD09484,2025-04-03,Late Delivery,Returned
RET0968,ORD04527,2025-12-22,Wrong Product,Returned
RET0969,ORD00929,2025-10-27,Damaged,Returned
RET0970,ORD02204,2024-11-08,Wrong Product,Returned
RET0971,ORD09090,2025-12-21,Damaged,Returned
RET0972,ORD09264,2024-12-16,Late Delivery,Returned
RET0973,ORD04234,2024-03-16,Wrong Product,Returned
RET0974,ORD03454,2025-11-16,Late Delivery,Returned
RET0975,ORD07928,2024-06-06,Late Delivery,Returned
RET0976,ORD01805,2025-02-07,Quality Issue,Returned
RET0977,ORD04973,2024-09-26,Quality Issue,Returned
RET0978,ORD07161,2025-01-03,Wrong Product,Returned
RET0979,ORD04305,2024-08-23,Wrong Product,Returned
RET0980,ORD05065,2025-04-22,Late Delivery,Returned
RET0981,ORD02237,2024-09-02,Quality Issue,Returned
RET0982,ORD00532,2025-11-24,Wrong Product,Returned
RET0983,ORD06192,2025-03-13,Wrong Product,Returned
RET0984,ORD04686,2025-07-28,Wrong Product,Returned
RET0985,ORD01903,2025-02-02,Quality Issue,Returned
RET0986,ORD08398,2025-09-04,Wrong Product,Returned
RET0987,ORD01689,2025-07-03,Late Delivery,Returned
RET0988,ORD01665,2025-08-01,Wrong Product,Returned
RET0989,ORD01396,2025-08-08,Customer Changed Mind,Returned
RET0990,ORD01158,2024-11-30,Damaged,Returned
RET0991,ORD00579,2024-07-29,Late Delivery,Returned
RET0992,ORD04014,2025-06-01,Wrong Product,Returned
RET0993,ORD05411,2024-09-11,Customer Changed Mind,Returned
RET0994,ORD02218,2025-04-28,Quality Issue,Returned
RET0995,ORD07219,2025-05-02,Late Delivery,Returned
RET0996,ORD08667,2025-02-09,Late Delivery,Returned
RET0997,ORD06952,2025-02-14,Wrong Product,Returned
RET0998,ORD01728,2025-06-03,Quality Issue,Returned
RET0999,ORD04088,2024-04-25,Wrong Product,Returned
RET1000,ORD00983,2024-11-11,Customer Changed Mind,Returned
